species_malay,month,month_name_ms,landings_tonnes
Sotong Torak,1,Januari,63
Sotong Torak,2,Februari,79
Sotong Torak,3,Mac,83
Sotong Torak,4,April,99
Sotong Torak,5,Mei,123
Sotong Torak,6,Jun,81
Sotong Torak,7,Julai,59
Sotong Torak,8,Ogos,67
Sotong Torak,9,September,72
Sotong Torak,10,Oktober,82
Sotong Torak,11,November,102
Sotong Torak,12,Disember,75
Talang,1,Januari,395
Talang,2,Februari,405
Talang,3,Mac,466
Talang,4,April,565
Talang,5,Mei,662
Talang,6,Jun,660
Talang,7,Julai,713
Talang,8,Ogos,694
Talang,9,September,497
Talang,10,Oktober,452
Talang,11,November,493
Talang,12,Disember,731
Tamban Beluru,1,Januari,70
Tamban Beluru,2,Februari,151
Tamban Beluru,3,Mac,339
Tamban Beluru,4,April,319
Tamban Beluru,5,Mei,247
Tamban Beluru,6,Jun,274
Tamban Beluru,7,Julai,231
Tamban Beluru,8,Ogos,273
Tamban Beluru,9,September,505
Tamban Beluru,10,Oktober,1027
Tamban Beluru,11,November,419
Tamban Beluru,12,Disember,27
Tamban Buloh/Tamban Bulat,1,Januari,241
Tamban Buloh/Tamban Bulat,2,Februari,313
Tamban Buloh/Tamban Bulat,3,Mac,345
Tamban Buloh/Tamban Bulat,4,April,464
Tamban Buloh/Tamban Bulat,5,Mei,583
Tamban Buloh/Tamban Bulat,6,Jun,521
Tamban Buloh/Tamban Bulat,7,Julai,501
Tamban Buloh/Tamban Bulat,8,Ogos,313
Tamban Buloh/Tamban Bulat,9,September,444
Tamban Buloh/Tamban Bulat,10,Oktober,303
Tamban Buloh/Tamban Bulat,11,November,369
Tamban Buloh/Tamban Bulat,12,Disember,211
Tamban Sisek,1,Januari,1683
Tamban Sisek,2,Februari,1545
Tamban Sisek,3,Mac,2153
Tamban Sisek,4,April,1864
Tamban Sisek,5,Mei,2037
Tamban Sisek,6,Jun,1792
Tamban Sisek,7,Julai,1761
Tamban Sisek,8,Ogos,1695
Tamban Sisek,9,September,2840
Tamban Sisek,10,Oktober,2657
Tamban Sisek,11,November,2451
Tamban Sisek,12,Disember,1599
Tamban/Cincang Rebong,1,Januari,672
Tamban/Cincang Rebong,2,Februari,567
Tamban/Cincang Rebong,3,Mac,717
Tamban/Cincang Rebong,4,April,723
Tamban/Cincang Rebong,5,Mei,1120
Tamban/Cincang Rebong,6,Jun,1150
Tamban/Cincang Rebong,7,Julai,958
Tamban/Cincang Rebong,8,Ogos,1303
Tamban/Cincang Rebong,9,September,1193
Tamban/Cincang Rebong,10,Oktober,945
Tamban/Cincang Rebong,11,November,1193
Tamban/Cincang Rebong,12,Disember,1548
Tanda,1,Januari,82
Tanda,2,Februari,86
Tanda,3,Mac,91
Tanda,4,April,107
Tanda,5,Mei,112
Tanda,6,Jun,111
Tanda,7,Julai,118
Tanda,8,Ogos,113
Tanda,9,September,110
Tanda,10,Oktober,120
Tanda,11,November,90
Tanda,12,Disember,85
Temenggong/Lara Bara,1,Januari,870
Temenggong/Lara Bara,2,Februari,866
Temenggong/Lara Bara,3,Mac,1604
Temenggong/Lara Bara,4,April,1974
Temenggong/Lara Bara,5,Mei,1731
Temenggong/Lara Bara,6,Jun,1565
Temenggong/Lara Bara,7,Julai,1518
Temenggong/Lara Bara,8,Ogos,2146
Temenggong/Lara Bara,9,September,2029
Temenggong/Lara Bara,10,Oktober,2642
Temenggong/Lara Bara,11,November,2361
Temenggong/Lara Bara,12,Disember,1761
Tenggiri,1,Januari,920
Tenggiri,2,Februari,968
Tenggiri,3,Mac,1061
Tenggiri,4,April,1224
Tenggiri,5,Mei,1315
Tenggiri,6,Jun,1383
Tenggiri,7,Julai,1342
Tenggiri,8,Ogos,1374
Tenggiri,9,September,1275
Tenggiri,10,Oktober,1307
Tenggiri,11,November,1158
Tenggiri,12,Disember,826
Tenggiri Batang,1,Januari,31
Tenggiri Batang,2,Februari,35
Tenggiri Batang,3,Mac,46
Tenggiri Batang,4,April,35
Tenggiri Batang,5,Mei,36
Tenggiri Batang,6,Jun,83
Tenggiri Batang,7,Julai,78
Tenggiri Batang,8,Ogos,90
Tenggiri Batang,9,September,108
Tenggiri Batang,10,Oktober,106
Tenggiri Batang,11,November,96
Tenggiri Batang,12,Disember,69
Tenggiri Papan,1,Januari,35
Tenggiri Papan,2,Februari,49
Tenggiri Papan,3,Mac,77
Tenggiri Papan,4,April,54
Tenggiri Papan,5,Mei,62
Tenggiri Papan,6,Jun,97
Tenggiri Papan,7,Julai,84
Tenggiri Papan,8,Ogos,84
Tenggiri Papan,9,September,90
Tenggiri Papan,10,Oktober,82
Tenggiri Papan,11,November,75
Tenggiri Papan,12,Disember,48
Tenggiri Wahoo,1,Januari,6.2
Tenggiri Wahoo,2,Februari,4.2
Tenggiri Wahoo,3,Mac,5
Tenggiri Wahoo,4,April,8
Tenggiri Wahoo,5,Mei,4
Tenggiri Wahoo,6,Jun,6
Tenggiri Wahoo,7,Julai,7
Tenggiri Wahoo,8,Ogos,18
Tenggiri Wahoo,9,September,13
Tenggiri Wahoo,10,Oktober,8
Tenggiri Wahoo,11,November,6
Tenggiri Wahoo,12,Disember,9
Terubuk,1,Januari,12
Terubuk,2,Februari,14
Terubuk,3,Mac,15.7
Terubuk,4,April,21
Terubuk,5,Mei,13
Terubuk,6,Jun,14
Terubuk,7,Julai,17
Terubuk,8,Ogos,19
Terubuk,9,September,18
Terubuk,10,Oktober,17
Terubuk,11,November,12
Terubuk,12,Disember,10
Terubuk T.Macrura,1,Januari,116.44
Terubuk T.Macrura,2,Februari,22.65
Terubuk T.Macrura,3,Mac,34.3
Terubuk T.Macrura,4,April,53
Terubuk T.Macrura,5,Mei,106
Terubuk T.Macrura,6,Jun,113
Terubuk T.Macrura,7,Julai,44
Terubuk T.Macrura,8,Ogos,56.7
Terubuk T.Macrura,9,September,83.7
Terubuk T.Macrura,10,Oktober,64.3
Terubuk T.Macrura,11,November,56.8
Terubuk T.Macrura,12,Disember,55.96
Timah/Layor/Selayor,1,Januari,882
Timah/Layor/Selayor,2,Februari,998
Timah/Layor/Selayor,3,Mac,1290
Timah/Layor/Selayor,4,April,1200
Timah/Layor/Selayor,5,Mei,1537
Timah/Layor/Selayor,6,Jun,1446
Timah/Layor/Selayor,7,Julai,1494
Timah/Layor/Selayor,8,Ogos,1508
Timah/Layor/Selayor,9,September,1546
Timah/Layor/Selayor,10,Oktober,1440
Timah/Layor/Selayor,11,November,1311
Timah/Layor/Selayor,12,Disember,1095
Tiram,1,Januari,8
Tiram,2,Februari,12
Tiram,3,Mac,11
Tiram,4,April,14
Tiram,5,Mei,15
Tiram,6,Jun,13
Tiram,7,Julai,13
Tiram,8,Ogos,15
Tiram,9,September,15
Tiram,10,Oktober,13
Tiram,11,November,12
Tiram,12,Disember,11
Todak/Banang,1,Januari,45
Todak/Banang,2,Februari,49
Todak/Banang,3,Mac,52
Todak/Banang,4,April,68
Todak/Banang,5,Mei,97
Todak/Banang,6,Jun,71
Todak/Banang,7,Julai,64
Todak/Banang,8,Ogos,66
Todak/Banang,9,September,58
Todak/Banang,10,Oktober,48
Todak/Banang,11,November,57
Todak/Banang,12,Disember,60
Trepang/Gamat,1,Januari,35
Trepang/Gamat,2,Februari,36
Trepang/Gamat,3,Mac,70
Trepang/Gamat,4,April,66
Trepang/Gamat,5,Mei,57
Trepang/Gamat,6,Jun,59
Trepang/Gamat,7,Julai,83
Trepang/Gamat,8,Ogos,52
Trepang/Gamat,9,September,68
Trepang/Gamat,10,Oktober,67
Trepang/Gamat,11,November,94
Trepang/Gamat,12,Disember,214
Ubur-Ubur,1,Januari,90
Ubur-Ubur,2,Februari,60
Ubur-Ubur,3,Mac,85
Ubur-Ubur,4,April,80
Ubur-Ubur,5,Mei,93
Ubur-Ubur,6,Jun,95
Ubur-Ubur,7,Julai,96
Ubur-Ubur,8,Ogos,104
Ubur-Ubur,9,September,100
Ubur-Ubur,10,Oktober,100
Ubur-Ubur,11,November,117
Ubur-Ubur,12,Disember,119
Ubur-Ubur Putih,2,Februari,1
Ubur-Ubur Putih,3,Mac,912
Ubur-Ubur Putih,4,April,1784
Ubur-Ubur Putih,5,Mei,2100
Ubur-Ubur Putih,6,Jun,1479.9
Ubur-Ubur Putih,7,Julai,730
Ubur-Ubur Putih,8,Ogos,486
Ubur_ubur Merah,1,Januari,61
Ubur_ubur Merah,2,Februari,15
Ubur_ubur Merah,3,Mac,24
Ubur_ubur Merah,4,April,22
Ubur_ubur Merah,5,Mei,34
Ubur_ubur Merah,6,Jun,37
Ubur_ubur Merah,7,Julai,94
Ubur_ubur Merah,8,Ogos,69
Ubur_ubur Merah,9,September,63
Ubur_ubur Merah,10,Oktober,59
Ubur_ubur Merah,11,November,63
Ubur_ubur Merah,12,Disember,105
Udang Baring,1,Januari,3332
Udang Baring,2,Februari,3735
Udang Baring,3,Mac,3432
Udang Baring,4,April,2475
Udang Baring,5,Mei,1746
Udang Baring,6,Jun,2104
Udang Baring,7,Julai,1661
Udang Baring,8,Ogos,1866
Udang Baring,9,September,1337
Udang Baring,10,Oktober,2381
Udang Baring,11,November,2336
Udang Baring,12,Disember,1754
Udang Cendana/Rotan,1,Januari,283
Udang Cendana/Rotan,2,Februari,247
Udang Cendana/Rotan,3,Mac,283
Udang Cendana/Rotan,4,April,240
Udang Cendana/Rotan,5,Mei,333
Udang Cendana/Rotan,6,Jun,545
Udang Cendana/Rotan,7,Julai,792
Udang Cendana/Rotan,8,Ogos,572
Udang Cendana/Rotan,9,September,395
Udang Cendana/Rotan,10,Oktober,319
Udang Cendana/Rotan,11,November,364
Udang Cendana/Rotan,12,Disember,369
Udang Duri,9,September,6
Udang Duri,10,Oktober,0
Udang Duri,11,November,0
Udang Ekor Biru,1,Januari,15
Udang Ekor Biru,2,Februari,13
Udang Ekor Biru,3,Mac,34
Udang Ekor Biru,4,April,48
Udang Ekor Biru,5,Mei,52
Udang Ekor Biru,6,Jun,41
Udang Ekor Biru,7,Julai,45
Udang Ekor Biru,8,Ogos,25
Udang Ekor Biru,9,September,50
Udang Ekor Biru,10,Oktober,52
Udang Ekor Biru,11,November,43
Udang Ekor Biru,12,Disember,38
Udang Galah,1,Januari,39
Udang Galah,2,Februari,47
Udang Galah,3,Mac,51
Udang Galah,4,April,55
Udang Galah,5,Mei,58
Udang Galah,6,Jun,65
Udang Galah,7,Julai,69
Udang Galah,8,Ogos,70
Udang Galah,9,September,76
Udang Galah,10,Oktober,71
Udang Galah,11,November,100
Udang Galah,12,Disember,93
Udang Harimau,1,Januari,121
Udang Harimau,2,Februari,184
Udang Harimau,3,Mac,121
Udang Harimau,4,April,121
Udang Harimau,5,Mei,142
Udang Harimau,6,Jun,163
Udang Harimau,7,Julai,189
Udang Harimau,8,Ogos,178
Udang Harimau,9,September,143
Udang Harimau,10,Oktober,140
Udang Harimau,11,November,136
Udang Harimau,12,Disember,113
Udang Kaki Merah/Sua Lor Besar,1,Januari,140
Udang Kaki Merah/Sua Lor Besar,2,Februari,139
Udang Kaki Merah/Sua Lor Besar,3,Mac,124
Udang Kaki Merah/Sua Lor Besar,4,April,121
Udang Kaki Merah/Sua Lor Besar,5,Mei,149
Udang Kaki Merah/Sua Lor Besar,6,Jun,126
Udang Kaki Merah/Sua Lor Besar,7,Julai,130
Udang Kaki Merah/Sua Lor Besar,8,Ogos,161
Udang Kaki Merah/Sua Lor Besar,9,September,136
Udang Kaki Merah/Sua Lor Besar,10,Oktober,128
Udang Kaki Merah/Sua Lor Besar,11,November,116
Udang Kaki Merah/Sua Lor Besar,12,Disember,116
Udang Kaki Merah/Sua Lor Kecil,1,Januari,53
Udang Kaki Merah/Sua Lor Kecil,2,Februari,66
Udang Kaki Merah/Sua Lor Kecil,3,Mac,68
Udang Kaki Merah/Sua Lor Kecil,4,April,75
Udang Kaki Merah/Sua Lor Kecil,5,Mei,98
Udang Kaki Merah/Sua Lor Kecil,6,Jun,118
Udang Kaki Merah/Sua Lor Kecil,7,Julai,179
Udang Kaki Merah/Sua Lor Kecil,8,Ogos,129
Udang Kaki Merah/Sua Lor Kecil,9,September,73
Udang Kaki Merah/Sua Lor Kecil,10,Oktober,111
Udang Kaki Merah/Sua Lor Kecil,11,November,62
Udang Kaki Merah/Sua Lor Kecil,12,Disember,39
Udang Kaki Merah/Sua Lor Sederhana,1,Januari,130
Udang Kaki Merah/Sua Lor Sederhana,2,Februari,153
Udang Kaki Merah/Sua Lor Sederhana,3,Mac,174
Udang Kaki Merah/Sua Lor Sederhana,4,April,164
Udang Kaki Merah/Sua Lor Sederhana,5,Mei,156
Udang Kaki Merah/Sua Lor Sederhana,6,Jun,175
Udang Kaki Merah/Sua Lor Sederhana,7,Julai,154
Udang Kaki Merah/Sua Lor Sederhana,8,Ogos,163
Udang Kaki Merah/Sua Lor Sederhana,9,September,149
Udang Kaki Merah/Sua Lor Sederhana,10,Oktober,150
Udang Kaki Merah/Sua Lor Sederhana,11,November,130
Udang Kaki Merah/Sua Lor Sederhana,12,Disember,130
Udang Karang,1,Januari,31
Udang Karang,2,Februari,66
Udang Karang,3,Mac,46
Udang Karang,4,April,51
Udang Karang,5,Mei,45
Udang Karang,6,Jun,49
Udang Karang,7,Julai,62
Udang Karang,8,Ogos,48
Udang Karang,9,September,38
Udang Karang,10,Oktober,48
Udang Karang,11,November,38
Udang Karang,12,Disember,32
Udang Kulit Keras,1,Januari,1188
Udang Kulit Keras,2,Februari,1168
Udang Kulit Keras,3,Mac,1255
Udang Kulit Keras,4,April,1306
Udang Kulit Keras,5,Mei,1338
Udang Kulit Keras,6,Jun,1363
Udang Kulit Keras,7,Julai,1460
Udang Kulit Keras,8,Ogos,968
Udang Kulit Keras,9,September,837
Udang Kulit Keras,10,Oktober,843
Udang Kulit Keras,11,November,863
Udang Kulit Keras,12,Disember,824
Udang Kuning,1,Januari,252
Udang Kuning,2,Februari,284
Udang Kuning,3,Mac,263
Udang Kuning,4,April,329
Udang Kuning,5,Mei,370
Udang Kuning,6,Jun,453
Udang Kuning,7,Julai,422
Udang Kuning,8,Ogos,430
Udang Kuning,9,September,268
Udang Kuning,10,Oktober,224
Udang Kuning,11,November,332
Udang Kuning,12,Disember,390
Udang Lipan,1,Januari,676
Udang Lipan,2,Februari,266
Udang Lipan,3,Mac,310
Udang Lipan,4,April,224
Udang Lipan,5,Mei,289
Udang Lipan,6,Jun,265
Udang Lipan,7,Julai,283
Udang Lipan,8,Ogos,252
Udang Lipan,9,September,197
Udang Lipan,10,Oktober,228
Udang Lipan,11,November,265
Udang Lipan,12,Disember,225
Udang Lobok,1,Januari,16
Udang Lobok,2,Februari,35
Udang Lobok,3,Mac,22
Udang Lobok,4,April,21
Udang Lobok,5,Mei,25
Udang Lobok,6,Jun,28
Udang Lobok,7,Julai,15
Udang Lobok,8,Ogos,18
Udang Lobok,9,September,26
Udang Lobok,10,Oktober,19
Udang Lobok,11,November,19
Udang Lobok,12,Disember,20
Udang Merah,1,Januari,73
Udang Merah,2,Februari,80
Udang Merah,3,Mac,130
Udang Merah,4,April,152
Udang Merah,5,Mei,141
Udang Merah,6,Jun,148
Udang Merah,7,Julai,129
Udang Merah,8,Ogos,106
Udang Merah,9,September,95
Udang Merah,10,Oktober,71
Udang Merah,11,November,63
Udang Merah,12,Disember,68
Udang Merah Ros,1,Januari,32
Udang Merah Ros,2,Februari,33
Udang Merah Ros,3,Mac,32
Udang Merah Ros,4,April,27
Udang Merah Ros,5,Mei,31
Udang Merah Ros,6,Jun,27
Udang Merah Ros,7,Julai,27
Udang Merah Ros,8,Ogos,37
Udang Merah Ros,9,September,33
Udang Merah Ros,10,Oktober,30
Udang Merah Ros,11,November,29
Udang Merah Ros,12,Disember,26
Udang Minyak,1,Januari,109
Udang Minyak,2,Februari,121
Udang Minyak,3,Mac,107
Udang Minyak,4,April,82
Udang Minyak,5,Mei,96
Udang Minyak,6,Jun,81
Udang Minyak,7,Julai,101
Udang Minyak,8,Ogos,97
Udang Minyak,9,September,84
Udang Minyak,10,Oktober,69
Udang Minyak,11,November,102
Udang Minyak,12,Disember,106
Udang Minyak Jalur,1,Januari,0.7
Udang Minyak Jalur,2,Februari,1
Udang Minyak Jalur,3,Mac,4
Udang Minyak Jalur,4,April,0.1
Udang Minyak Jalur,5,Mei,0.3
Udang Minyak Jalur,6,Jun,0.2
Udang Minyak Jalur,7,Julai,0.2
Udang Minyak Jalur,8,Ogos,0.1
Udang Minyak Jalur,9,September,0.2
Udang Minyak Jalur,10,Oktober,0.1
Udang Minyak Jalur,11,November,0.2
Udang Minyak Jalur,12,Disember,0.2
Udang Pasir Besar,1,Januari,9
Udang Pasir Besar,2,Februari,13
Udang Pasir Besar,3,Mac,13
Udang Pasir Besar,4,April,14
Udang Pasir Besar,5,Mei,13
Udang Pasir Besar,6,Jun,17
Udang Pasir Besar,7,Julai,22
Udang Pasir Besar,8,Ogos,28
Udang Pasir Besar,9,September,22
Udang Pasir Besar,10,Oktober,14
Udang Pasir Besar,11,November,14
Udang Pasir Besar,12,Disember,15
Udang Pasir Kecil,1,Januari,23
Udang Pasir Kecil,2,Februari,28
Udang Pasir Kecil,3,Mac,32
Udang Pasir Kecil,4,April,31
Udang Pasir Kecil,5,Mei,43
Udang Pasir Kecil,6,Jun,42
Udang Pasir Kecil,7,Julai,50
Udang Pasir Kecil,8,Ogos,48
Udang Pasir Kecil,9,September,44
Udang Pasir Kecil,10,Oktober,46
Udang Pasir Kecil,11,November,39
Udang Pasir Kecil,12,Disember,35
Udang Pasir Sederhana,1,Januari,56
Udang Pasir Sederhana,2,Februari,59
Udang Pasir Sederhana,3,Mac,64
Udang Pasir Sederhana,4,April,63
Udang Pasir Sederhana,5,Mei,65
Udang Pasir Sederhana,6,Jun,57
Udang Pasir Sederhana,7,Julai,58
Udang Pasir Sederhana,8,Ogos,67
Udang Pasir Sederhana,9,September,77
Udang Pasir Sederhana,10,Oktober,61
Udang Pasir Sederhana,11,November,63
Udang Pasir Sederhana,12,Disember,78
Udang Putih/Kertas Besar,1,Januari,892
Udang Putih/Kertas Besar,2,Februari,843
Udang Putih/Kertas Besar,3,Mac,935
Udang Putih/Kertas Besar,4,April,1048
Udang Putih/Kertas Besar,5,Mei,1116
Udang Putih/Kertas Besar,6,Jun,1193
Udang Putih/Kertas Besar,7,Julai,1480
Udang Putih/Kertas Besar,8,Ogos,1271
Udang Putih/Kertas Besar,9,September,1140
Udang Putih/Kertas Besar,10,Oktober,1076
Udang Putih/Kertas Besar,11,November,992
Udang Putih/Kertas Besar,12,Disember,889
Udang Putih/Kertas Kecil,1,Januari,786
Udang Putih/Kertas Kecil,2,Februari,750
Udang Putih/Kertas Kecil,3,Mac,746
Udang Putih/Kertas Kecil,4,April,744
Udang Putih/Kertas Kecil,5,Mei,806.6
Udang Putih/Kertas Kecil,6,Jun,813
Udang Putih/Kertas Kecil,7,Julai,793
Udang Putih/Kertas Kecil,8,Ogos,771
Udang Putih/Kertas Kecil,9,September,689
Udang Putih/Kertas Kecil,10,Oktober,645
Udang Putih/Kertas Kecil,11,November,667
Udang Putih/Kertas Kecil,12,Disember,637
Udang Putih/Kertas Sederhana,1,Januari,957
Udang Putih/Kertas Sederhana,2,Februari,963
Udang Putih/Kertas Sederhana,3,Mac,1021
Udang Putih/Kertas Sederhana,4,April,1077
Udang Putih/Kertas Sederhana,5,Mei,1093
Udang Putih/Kertas Sederhana,6,Jun,1290
Udang Putih/Kertas Sederhana,7,Julai,1474
Udang Putih/Kertas Sederhana,8,Ogos,1374
Udang Putih/Kertas Sederhana,9,September,1289
Udang Putih/Kertas Sederhana,10,Oktober,1170
Udang Putih/Kertas Sederhana,11,November,1104
Udang Putih/Kertas Sederhana,12,Disember,1050
Udang Susu,1,Januari,149
Udang Susu,2,Februari,21
Udang Susu,3,Mac,47
Udang Susu,4,April,52
Udang Susu,5,Mei,204
Udang Susu,6,Jun,18
Udang Susu,7,Julai,22
Udang Susu,8,Ogos,23
Udang Susu,9,September,137
Udang Susu,10,Oktober,69
Udang Susu,11,November,129
Udang Susu,12,Disember,43
Tuna Oceanik,1,Januari,263
Tuna Oceanik,2,Februari,196
Tuna Oceanik,3,Mac,206
Tuna Oceanik,4,April,204
Tuna Oceanik,5,Mei,454
Tuna Oceanik,6,Jun,243
Tuna Oceanik,7,Julai,226
Tuna Oceanik,8,Ogos,270
Tuna Oceanik,9,September,163
Tuna Oceanik,10,Oktober,266
Tuna Oceanik,11,November,237
Tuna Oceanik,12,Disember,190
Yu,1,Januari,379
Yu,2,Februari,314
Yu,3,Mac,454
Yu,4,April,436
Yu,5,Mei,551
Yu,6,Jun,528
Yu,7,Julai,621
Yu,8,Ogos,529
Yu,9,September,464
Yu,10,Oktober,426
Yu,11,November,438
Yu,12,Disember,446
